structure_id,prompt,collision,already_rejected
f83ada28-6478-41d9-9118-f350df8ff674,"Boxy car design with a prominent front, layered roof, and protruding rear.",30,153
f83ada28-6478-41d9-9118-f350df8ff674,"A car with an angular, multi-tiered body. The roof section consists of staggered levels and a stepped windshield area. The sides are slightly indented with a broad front and enhanced rear section, exhibiting a series of block-like protrusions.",30,182
6e664253-d4f7-40d2-95e8-9ded182f9029,Car with an elongated body and blocky shape.,56,91
6e664253-d4f7-40d2-95e8-9ded182f9029,"A vehicle featuring a compact, stepped profile and angular forms.",9,3
6e664253-d4f7-40d2-95e8-9ded182f9029,"Car with tiered top, defined linear edges, and protruding sides.",23,97
6e664253-d4f7-40d2-95e8-9ded182f9029,"Boxy car design with a prominent front, layered roof, and protruding rear.",26,102
6e664253-d4f7-40d2-95e8-9ded182f9029,"A car with an angular, multi-tiered body. The roof section consists of staggered levels and a stepped windshield area. The sides are slightly indented with a broad front and enhanced rear section, exhibiting a series of block-like protrusions.",27,87
07b3e003-8779-4002-b1f7-4d2c70ac394a,Compact car with a rectangular shape and layered details.,7,6
07b3e003-8779-4002-b1f7-4d2c70ac394a,Rectangular car featuring layered sides and a stepped roof.,28,60
07b3e003-8779-4002-b1f7-4d2c70ac394a,"A car with a rectangular body, layered sides, stepped roof, and protruding front and back.",25,36
07b3e003-8779-4002-b1f7-4d2c70ac394a,"The car has a rectangular build with a stepped roof, layered sides, a front with angular details, and an extended rear section.",65,127
07b3e003-8779-4002-b1f7-4d2c70ac394a,"This car exhibits a rectangular form with prominent layering on its sides, a stepped roof composed of parallel rectangular rows, a front section with angular protrusions, and an extended rear that mimics an exhaust or bumper shape.",99,242
241ace2f-2070-43b4-8f3c-4ff0735de6f1,Compact car with a rectangular shape and layered details.,10,9
241ace2f-2070-43b4-8f3c-4ff0735de6f1,Rectangular car featuring layered sides and a stepped roof.,28,303
241ace2f-2070-43b4-8f3c-4ff0735de6f1,"A car with a rectangular body, layered sides, stepped roof, and protruding front and back.",29,122
241ace2f-2070-43b4-8f3c-4ff0735de6f1,"The car has a rectangular build with a stepped roof, layered sides, a front with angular details, and an extended rear section.",7,23
241ace2f-2070-43b4-8f3c-4ff0735de6f1,"This car exhibits a rectangular form with prominent layering on its sides, a stepped roof composed of parallel rectangular rows, a front section with angular protrusions, and an extended rear that mimics an exhaust or bumper shape.",11,123
c23442c6-6437-48ae-b606-9a05545961fd,Car with layered rectangular construction and defined geometric features.,10,34
c23442c6-6437-48ae-b606-9a05545961fd,"Box-shaped car with layered roof, uniform sides, and stepped front.",15,31
c23442c6-6437-48ae-b606-9a05545961fd,"Rectangular car form, tiered roof, flat sides, blocky front and rear.",96,1093
c23442c6-6437-48ae-b606-9a05545961fd,"Cuboid car with tiered roof, consistent side panels, distinct cubic front, and angular rear.",2,1
c23442c6-6437-48ae-b606-9a05545961fd,"The car features a rectangular body with a tiered roof extending towards a blocky front section. Flat, uniform sides connect to a squared rear, while the base has slightly recessed and angular elements underneath.",42,149
b8e4ace5-55e4-4bc0-8e6b-0c6b3765dd1a,Car with layered rectangular construction and defined geometric features.,11,58,1
b8e4ace5-55e4-4bc0-8e6b-0c6b3765dd1a,"Box-shaped car with layered roof, uniform sides, and stepped front.",42,384
b8e4ace5-55e4-4bc0-8e6b-0c6b3765dd1a,"Rectangular car form, tiered roof, flat sides, blocky front and rear.",7,32
b8e4ace5-55e4-4bc0-8e6b-0c6b3765dd1a,"Cuboid car with tiered roof, consistent side panels, distinct cubic front, and angular rear.",49,137
b8e4ace5-55e4-4bc0-8e6b-0c6b3765dd1a,"The car features a rectangular body with a tiered roof extending towards a blocky front section. Flat, uniform sides connect to a squared rear, while the base has slightly recessed and angular elements underneath.",15,161
a87f409f-4559-45b3-a561-62d3f83c4951,Compact vehicle with defined geometric features.,11,21,1
a87f409f-4559-45b3-a561-62d3f83c4951,Rectangular car shape with consistent block placement and symmetry.,9,8
a87f409f-4559-45b3-a561-62d3f83c4951,"A vehicle with a rectangular base, tiered top, and prominent front and rear shapes.",66,385
a87f409f-4559-45b3-a561-62d3f83c4951,"Vehicle displaying a strong rectangular base, an elevated top section, and distinct protrusions at the front and rear. The sides are uniformly aligned with a slightly tapered rear.",2,1
a87f409f-4559-45b3-a561-62d3f83c4951,"A car composed of a rectangular foundation and a slightly narrower top. The front section is subtly forward, with rear and sides tapering to form a cohesive shape. Prominent is its elevated central section, which sits squarely above the base.",22,4
67334669-67e1-4536-9e33-eb5e464a114a,Compact vehicle with defined geometric features.,1
67334669-67e1-4536-9e33-eb5e464a114a,Rectangular car shape with consistent block placement and symmetry.,19,142
67334669-67e1-4536-9e33-eb5e464a114a,"A vehicle with a rectangular base, tiered top, and prominent front and rear shapes.",46,292
67334669-67e1-4536-9e33-eb5e464a114a,"Vehicle displaying a strong rectangular base, an elevated top section, and distinct protrusions at the front and rear. The sides are uniformly aligned with a slightly tapered rear.",23,10
67334669-67e1-4536-9e33-eb5e464a114a,"A car composed of a rectangular foundation and a slightly narrower top. The front section is subtly forward, with rear and sides tapering to form a cohesive shape. Prominent is its elevated central section, which sits squarely above the base.",60,186
b6c609d4-33c0-494b-bcc7-ff8c44060aba,Boxy car with rectangular shapes and stepped edges.,28,243
b6c609d4-33c0-494b-bcc7-ff8c44060aba,Angular car with a rectangular roof and layered sides.,45,226
b6c609d4-33c0-494b-bcc7-ff8c44060aba,Compact car featuring a box-like cabin with tiered surfaces and protruding front.,14,22
b6c609d4-33c0-494b-bcc7-ff8c44060aba,"A car with a cuboid body and block-like formations. The roof is flat and rectangular, extending over the sides. The front end is stepped forward with tiered block shapes.",13,40
b6c609d4-33c0-494b-bcc7-ff8c44060aba,"The car has a boxy form with a flat rectangular roof and structured stepped edges around the sides. Its front features angular protrusions, adding dimension to the compact frame. The overall structure presents a blocky aesthetic with a defined rectangular foundation and raised layers.",7,21
bc326796-0907-458f-ace5-6b5a5733029c,Boxy car with rectangular shapes and stepped edges.,232,701
bc326796-0907-458f-ace5-6b5a5733029c,Angular car with a rectangular roof and layered sides.,5,17
bc326796-0907-458f-ace5-6b5a5733029c,Compact car featuring a box-like cabin with tiered surfaces and protruding front.,47,493
bc326796-0907-458f-ace5-6b5a5733029c,"A car with a cuboid body and block-like formations. The roof is flat and rectangular, extending over the sides. The front end is stepped forward with tiered block shapes.",74,466
bc326796-0907-458f-ace5-6b5a5733029c,"The car has a boxy form with a flat rectangular roof and structured stepped edges around the sides. Its front features angular protrusions, adding dimension to the compact frame. The overall structure presents a blocky aesthetic with a defined rectangular foundation and raised layers.",75,374,3
882d54d0-0fe2-4f30-abe2-8f04d93d92a2,Car with a boxy shape and angular features.,12,11
882d54d0-0fe2-4f30-abe2-8f04d93d92a2,"Angular car with rectangular body, layered sections, and protruding front.",69,336,2
882d54d0-0fe2-4f30-abe2-8f04d93d92a2,"Blocky car with a rectangular form, multiple tiers, and an extended front segment.",55,388
882d54d0-0fe2-4f30-abe2-8f04d93d92a2,"Car featuring a flat top, layered with large rectangular panels and defined by sharp edges and robust corners.",24,98
882d54d0-0fe2-4f30-abe2-8f04d93d92a2,"A car with a rectangular main body, tiered top with large panels, and a prominent, extended block at the front. Rectangular pieces form a cohesive shape with rigid angular lines connecting the sides and roof.",64,225
91ef3cf6-e028-4076-be66-1c52f7532ec8,Car with a boxy shape and angular features.,91,228,1
91ef3cf6-e028-4076-be66-1c52f7532ec8,"Angular car with rectangular body, layered sections, and protruding front.",5,5
91ef3cf6-e028-4076-be66-1c52f7532ec8,"Blocky car with a rectangular form, multiple tiers, and an extended front segment.",25,102,1
91ef3cf6-e028-4076-be66-1c52f7532ec8,"Car featuring a flat top, layered with large rectangular panels and defined by sharp edges and robust corners.",42,294
91ef3cf6-e028-4076-be66-1c52f7532ec8,"A car with a rectangular main body, tiered top with large panels, and a prominent, extended block at the front. Rectangular pieces form a cohesive shape with rigid angular lines connecting the sides and roof.",8,9
49aafcad-af27-4653-a8f1-6d5a928a3e3e,"A compact car with a blocky, angular shape.",89,426
49aafcad-af27-4653-a8f1-6d5a928a3e3e,A vehicle with a rectangular base and tiered front section.,45,250
49aafcad-af27-4653-a8f1-6d5a928a3e3e,A car featuring a rectangular body and stepped layers at the front.
49aafcad-af27-4653-a8f1-6d5a928a3e3e,"The car has a rectangular body, elevated rear, and stepped front layers for intricate shaping.",71,402
49aafcad-af27-4653-a8f1-6d5a928a3e3e,"A car with a rectangular main body, slightly elevated rear. At the front, four tiered steps create a staircase-like appearance, adding detail to the structure.",39,250,2
3bdd3310-f7c2-4205-b545-3437180d04db,"A compact car with a blocky, angular shape.",8,9
3bdd3310-f7c2-4205-b545-3437180d04db,A vehicle with a rectangular base and tiered front section.,19,127,1
3bdd3310-f7c2-4205-b545-3437180d04db,A car featuring a rectangular body and stepped layers at the front.,16,67
3bdd3310-f7c2-4205-b545-3437180d04db,"The car has a rectangular body, elevated rear, and stepped front layers for intricate shaping.",16,23
3bdd3310-f7c2-4205-b545-3437180d04db,"A car with a rectangular main body, slightly elevated rear. At the front, four tiered steps create a staircase-like appearance, adding detail to the structure.",15,47
1427a503-68fd-4325-9243-9dad6e824423,Compact car with blocky structure and defined contours.,17,85
1427a503-68fd-4325-9243-9dad6e824423,Box-like car with prominent rectangular features and rounded edges.,70,271
1427a503-68fd-4325-9243-9dad6e824423,"Car with a flat top, two-tiered front, and rearward-sloping roof.",25,211
1427a503-68fd-4325-9243-9dad6e824423,"Rectangular car with slightly arched roof, angular front, and rear extensions.",29,38
1427a503-68fd-4325-9243-9dad6e824423,"The car exhibits a rectangular base and a slightly arched roofline, with angular elements at the front representing headlights. The rear features extended blocks, suggestive of taillights, and the sides display minor indents for wheel placement.",58,232
db504bb5-9a1c-46b1-a163-7fbfe15ad939,Compact car with blocky structure and defined contours.,29,121
db504bb5-9a1c-46b1-a163-7fbfe15ad939,Box-like car with prominent rectangular features and rounded edges.,34,252
db504bb5-9a1c-46b1-a163-7fbfe15ad939,"Car with a flat top, two-tiered front, and rearward-sloping roof.",10,173
db504bb5-9a1c-46b1-a163-7fbfe15ad939,"Rectangular car with slightly arched roof, angular front, and rear extensions.",14,166
db504bb5-9a1c-46b1-a163-7fbfe15ad939,"The car exhibits a rectangular base and a slightly arched roofline, with angular elements at the front representing headlights. The rear features extended blocks, suggestive of taillights, and the sides display minor indents for wheel placement.",11,24
e4195aa3-50d0-4108-bae1-e4f10652ece3,Car with an angular body and flat top.,11,74
e4195aa3-50d0-4108-bae1-e4f10652ece3,A compact vehicle with a flat roof and boxy silhouette.,236,576
e4195aa3-50d0-4108-bae1-e4f10652ece3,Rectangular car featuring a flat top and detailed edges.,31,244
e4195aa3-50d0-4108-bae1-e4f10652ece3,Blocky car structure with a prominent front and tiered roof.,40,87
e4195aa3-50d0-4108-bae1-e4f10652ece3,"Car with an angular body and flat top. The front is tiered with layered rectangular segments. The sides have alternating protrusions, and the rear is flat with minimal detailing, creating a simplified geometric impression of a vehicle.",43,155
dcb925fb-54d8-4814-babf-9ba25ccb5d58,Car with an angular body and flat top.,6,36
dcb925fb-54d8-4814-babf-9ba25ccb5d58,A compact vehicle with a flat roof and boxy silhouette.,26,154,1
dcb925fb-54d8-4814-babf-9ba25ccb5d58,Rectangular car featuring a flat top and detailed edges.,34,154,1
dcb925fb-54d8-4814-babf-9ba25ccb5d58,Blocky car structure with a prominent front and tiered roof.,12,12
dcb925fb-54d8-4814-babf-9ba25ccb5d58,"Car with an angular body and flat top. The front is tiered with layered rectangular segments. The sides have alternating protrusions, and the rear is flat with minimal detailing, creating a simplified geometric impression of a vehicle.",4,2
5b77aad3-a00a-41f4-bb66-5a6cea539368,A blocky car with a sloped front and boxy rear.,87,209
5b77aad3-a00a-41f4-bb66-5a6cea539368,"A compact car with a sloped front, squared rear, and interlocking geometry.",14,127
5b77aad3-a00a-41f4-bb66-5a6cea539368,"A compact car featuring a slanted hood, squared rear section, and flat top.",7,34
5b77aad3-a00a-41f4-bb66-5a6cea539368,"Car with a sloped front, rectilinear rear, flat roof, and angular sides.",6,20
5b77aad3-a00a-41f4-bb66-5a6cea539368,"This car has a slanted front resembling a hood, transitioning into a boxy rear. The flat roof extends evenly across, aligning with angular sides. The detailed contours on the front suggest headlights, while the rear is distinctly rectangular. Blocks step down from front to back, crafting a cohesive geometric form.",80,325
58c62dd6-12f4-4e0b-b573-e9cda0991b80,A blocky car with a sloped front and boxy rear.,55,568
58c62dd6-12f4-4e0b-b573-e9cda0991b80,"A compact car with a sloped front, squared rear, and interlocking geometry.",20,8
58c62dd6-12f4-4e0b-b573-e9cda0991b80,"A compact car featuring a slanted hood, squared rear section, and flat top.",7,62
58c62dd6-12f4-4e0b-b573-e9cda0991b80,"Car with a sloped front, rectilinear rear, flat roof, and angular sides.",29,127
58c62dd6-12f4-4e0b-b573-e9cda0991b80,"This car has a slanted front resembling a hood, transitioning into a boxy rear. The flat roof extends evenly across, aligning with angular sides. The detailed contours on the front suggest headlights, while the rear is distinctly rectangular. Blocks step down from front to back, crafting a cohesive geometric form.",11,47,1
19062db6-07e6-4274-8e55-11374567ea87,Compact car with a flat front and tiered rear.,6,5
19062db6-07e6-4274-8e55-11374567ea87,Angular car with a vertical front section and stepped rear detailing.,5,2
19062db6-07e6-4274-8e55-11374567ea87,"Car featuring a flat front, boxy body, and a layered rear structure.",53,243
19062db6-07e6-4274-8e55-11374567ea87,Boxy car design with a stacked rear end and angled front edge.,53,186
19062db6-07e6-4274-8e55-11374567ea87,"A car with a box-like body, the front edge is flat, and the rear is tiered into sections. The top surface features an angular pattern, with a slightly elevated middle section creating an undulating silhouette from front to back.",10,36
ae0dd2c3-a86b-48ab-b385-66016a358e25,Compact car with a flat front and tiered rear.,5,17
ae0dd2c3-a86b-48ab-b385-66016a358e25,Angular car with a vertical front section and stepped rear detailing.,53,74
ae0dd2c3-a86b-48ab-b385-66016a358e25,"Car featuring a flat front, boxy body, and a layered rear structure.",5,15
ae0dd2c3-a86b-48ab-b385-66016a358e25,Boxy car design with a stacked rear end and angled front edge.,13,39
ae0dd2c3-a86b-48ab-b385-66016a358e25,"A car with a box-like body, the front edge is flat, and the rear is tiered into sections. The top surface features an angular pattern, with a slightly elevated middle section creating an undulating silhouette from front to back.",11,110
fb47181d-052c-4e43-92ad-c2bddfbc7547,Car with a rectangular form and protruding front section.,12,48
fb47181d-052c-4e43-92ad-c2bddfbc7547,Rectangular car shape with a prominent front and angular details.,6,37
fb47181d-052c-4e43-92ad-c2bddfbc7547,"The car has a blocky body, with a rectangular base and a stepped front.",23,183
fb47181d-052c-4e43-92ad-c2bddfbc7547,"A car featuring a rectangular base, an indented rear, and a detailed stepped front projecting outwards.",89,428,1
fb47181d-052c-4e43-92ad-c2bddfbc7547,"This car has a rectangular body with a base twice as wide as it is high. The front section is a stepped design, protruding outward, while the rear is indented slightly, creating a tiered effect from top to bottom.",24,138
cf583001-07f2-4d05-8aa0-a70b54f87ec4,Car with a rectangular form and protruding front section.,40,95
cf583001-07f2-4d05-8aa0-a70b54f87ec4,Rectangular car shape with a prominent front and angular details.,1
cf583001-07f2-4d05-8aa0-a70b54f87ec4,"The car has a blocky body, with a rectangular base and a stepped front.",44,305
cf583001-07f2-4d05-8aa0-a70b54f87ec4,"A car featuring a rectangular base, an indented rear, and a detailed stepped front projecting outwards.",34,201
cf583001-07f2-4d05-8aa0-a70b54f87ec4,"This car has a rectangular body with a base twice as wide as it is high. The front section is a stepped design, protruding outward, while the rear is indented slightly, creating a tiered effect from top to bottom.",44,80
be0df3aa-0f4c-40c2-b76d-da279ea151ac,Compact car with blocky geometric features.,1
be0df3aa-0f4c-40c2-b76d-da279ea151ac,"Cubical car with a flat roof, layered rectangular base, and defined corners.",103,415,1
be0df3aa-0f4c-40c2-b76d-da279ea151ac,Rectangular car structure with distinct stacking of bricks and squared edges.,43,177
be0df3aa-0f4c-40c2-b76d-da279ea151ac,"Brick-based car featuring a layered rectangular form with a flat, compact top and angular contours, emphasizing a blocky aesthetic.",10,72
be0df3aa-0f4c-40c2-b76d-da279ea151ac,"A car featuring a layered rectangular body. The front showcases a stepped design, while the top is flat with a subtle height variance towards the rear. The vehicle’s sides are defined by rectangular symmetry, rounded front and rear corners, and a segmented top surface.",13,27
a603776a-b7f6-4a2b-bb2b-a64b83e35f8c,Compact car with blocky geometric features.,29,70,1
a603776a-b7f6-4a2b-bb2b-a64b83e35f8c,"Cubical car with a flat roof, layered rectangular base, and defined corners.",65,269,1
a603776a-b7f6-4a2b-bb2b-a64b83e35f8c,Rectangular car structure with distinct stacking of bricks and squared edges.,28,122
a603776a-b7f6-4a2b-bb2b-a64b83e35f8c,"Brick-based car featuring a layered rectangular form with a flat, compact top and angular contours, emphasizing a blocky aesthetic.",18,112
a603776a-b7f6-4a2b-bb2b-a64b83e35f8c,"A car featuring a layered rectangular body. The front showcases a stepped design, while the top is flat with a subtle height variance towards the rear. The vehicle’s sides are defined by rectangular symmetry, rounded front and rear corners, and a segmented top surface.",29,97
dc66342c-e359-4104-a4d6-e549b6c41363,Compact automobile with distinct geometric features.,42,223
dc66342c-e359-4104-a4d6-e549b6c41363,Compact vehicle with a boxy shape and defined edges.,17,83
dc66342c-e359-4104-a4d6-e549b6c41363,A small car featuring a prominent rectangular body and protruding front.,3
dc66342c-e359-4104-a4d6-e549b6c41363,The car has a rectangular body with a flat top and squared front. Protruding front sections suggest headlight areas.,14,116
dc66342c-e359-4104-a4d6-e549b6c41363,"A compact car design with a rectangular body, featuring a flat roof and squared front. The vehicle has a protruding front section possibly indicating headlight areas, and a simplified rear with subtle indentations suggesting tail light sections.",92,202
6cc0b9b7-936d-486b-abf9-6c72041ccec6,Compact automobile with distinct geometric features.,133,574
6cc0b9b7-936d-486b-abf9-6c72041ccec6,Compact vehicle with a boxy shape and defined edges.,12,111
6cc0b9b7-936d-486b-abf9-6c72041ccec6,A small car featuring a prominent rectangular body and protruding front.,21,70
6cc0b9b7-936d-486b-abf9-6c72041ccec6,The car has a rectangular body with a flat top and squared front. Protruding front sections suggest headlight areas.,5,2
6cc0b9b7-936d-486b-abf9-6c72041ccec6,"A compact car design with a rectangular body, featuring a flat roof and squared front. The vehicle has a protruding front section possibly indicating headlight areas, and a simplified rear with subtle indentations suggesting tail light sections.",16,35
65f2725e-a70b-4721-bea2-7e8f4138a1c2,Compact car with stacked geometric elements and angular features.,114,413
65f2725e-a70b-4721-bea2-7e8f4138a1c2,Compact vehicle featuring cube-like sections and tiered layers throughout.,50,382
65f2725e-a70b-4721-bea2-7e8f4138a1c2,"Boxy car shape composed of rectangular prisms, angles, and layered segments.",33,84
65f2725e-a70b-4721-bea2-7e8f4138a1c2,"A car with a blocky exterior, tiered rectangular sections, and angular details. The vehicle features a flat top with a stepped rear, reflecting a structured geometric theme.",31,259
65f2725e-a70b-4721-bea2-7e8f4138a1c2,"This car has a chunky, cuboid form with a distinctively angular front and rear end. The top is level and flat, with staggered rectangular layers at the back, and the sides feature a repetitive rectangular pattern, emphasizing its geometric construction.",199,700
315e230c-58dc-4f00-a683-791b45072077,Compact car with stacked geometric elements and angular features.,16,89
315e230c-58dc-4f00-a683-791b45072077,Compact vehicle featuring cube-like sections and tiered layers throughout.,23,88
315e230c-58dc-4f00-a683-791b45072077,"Boxy car shape composed of rectangular prisms, angles, and layered segments.",112,737
315e230c-58dc-4f00-a683-791b45072077,"A car with a blocky exterior, tiered rectangular sections, and angular details. The vehicle features a flat top with a stepped rear, reflecting a structured geometric theme.",11,49
315e230c-58dc-4f00-a683-791b45072077,"This car has a chunky, cuboid form with a distinctively angular front and rear end. The top is level and flat, with staggered rectangular layers at the back, and the sides feature a repetitive rectangular pattern, emphasizing its geometric construction.",66,275
eee5b3f9-e6d0-421d-990d-cf0e32d76101,A compact vehicle with a block-like shape.,28,113
eee5b3f9-e6d0-421d-990d-cf0e32d76101,A brick-formed automobile with a rectangular body and angular edges.,28,125
eee5b3f9-e6d0-421d-990d-cf0e32d76101,"Car with a rectangular form, flat roof, front grille, and rear bumper.",44,100
eee5b3f9-e6d0-421d-990d-cf0e32d76101,"Brick-built car with geometric contours, broad front, and boxy rear.",11,31
eee5b3f9-e6d0-421d-990d-cf0e32d76101,"Rectangular car with geometric structure, featuring a flat top, defined front grille, protruding rear bumper, and symmetrical brick arrangement along the sides.",14,49
